2026-05-15 16:14:16.150 -05:00 [WRN] Failed to determine the https port for redirect.
2026-05-15 16:28:23.187 -05:00 [INF] HTTP GET /api/rooms responded 200 in 51.1982 ms
2026-05-15 16:28:28.521 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.1461 ms
2026-05-15 16:28:28.590 -05:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-05-15 16:28:28.649 -05:00 [INF] HTTP GET /api/rooms responded 200 in 117.0876 ms
2026-05-15 16:28:30.828 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.0878 ms
2026-05-15 16:28:30.851 -05:00 [INF] HTTP GET /api/rooms responded 200 in 11.1764 ms
2026-05-15 16:28:32.147 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.1210 ms
2026-05-15 16:28:32.199 -05:00 [INF] HTTP GET /api/rooms responded 200 in 38.6194 ms
2026-05-15 16:28:34.124 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.1191 ms
2026-05-15 16:28:34.194 -05:00 [INF] HTTP GET /api/rooms responded 200 in 57.2329 ms
2026-05-15 16:28:40.214 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.1454 ms
2026-05-15 16:28:40.269 -05:00 [INF] HTTP GET /api/rooms responded 200 in 39.4942 ms
2026-05-15 16:28:41.815 -05:00 [INF] HTTP OPTIONS /api/locations/cities responded 204 in 0.0923 ms
2026-05-15 16:28:41.847 -05:00 [INF] HTTP GET /api/locations/cities responded 200 in 20.7647 ms
2026-05-15 16:28:41.857 -05:00 [INF] HTTP GET /api/rooms responded 200 in 40.8365 ms
2026-05-15 16:28:43.069 -05:00 [INF] HTTP OPTIONS /api/locations/branches responded 204 in 0.1316 ms
2026-05-15 16:28:43.100 -05:00 [INF] HTTP GET /api/locations/branches responded 200 in 11.7510 ms
2026-05-15 16:28:43.110 -05:00 [INF] HTTP GET /api/rooms responded 200 in 37.7494 ms
2026-05-15 16:28:47.890 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.2757 ms
2026-05-15 16:28:47.928 -05:00 [INF] HTTP GET /api/rooms responded 200 in 29.5675 ms
2026-05-15 16:28:49.593 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.1441 ms
2026-05-15 16:28:49.639 -05:00 [INF] HTTP GET /api/rooms responded 200 in 37.8699 ms
2026-05-15 16:28:51.680 -05:00 [INF] HTTP OPTIONS /api/rooms responded 204 in 0.0965 ms
2026-05-15 16:28:51.755 -05:00 [INF] HTTP GET /api/rooms responded 200 in 63.3208 ms
2026-05-15 16:28:53.916 -05:00 [INF] HTTP OPTIONS /api/rooms/4 responded 204 in 0.1255 ms
2026-05-15 16:28:53.994 -05:00 [INF] HTTP GET /api/rooms/4 responded 200 in 57.9646 ms
2026-05-15 16:29:05.997 -05:00 [INF] HTTP OPTIONS /api/bookings responded 204 in 0.1616 ms
2026-05-15 16:29:06.749 -05:00 [INF] HTTP POST /api/bookings responded 201 in 737.6509 ms
2026-05-15 16:29:07.840 -05:00 [INF] [EMAIL-SKIPPED] To: 22akhilreddy@gmail.com | Subject: ✦ Booking Confirmed — #MB202605155604 | SMTP not configured.
2026-05-15 16:29:10.875 -05:00 [INF] HTTP OPTIONS /api/users/me responded 204 in 0.1699 ms
2026-05-15 16:29:10.876 -05:00 [INF] HTTP OPTIONS /api/bookings/my responded 204 in 0.0601 ms
2026-05-15 16:29:11.037 -05:00 [INF] HTTP GET /api/users/me responded 200 in 125.6490 ms
2026-05-15 16:29:11.054 -05:00 [INF] HTTP GET /api/bookings/my responded 200 in 131.3403 ms
2026-05-15 16:29:18.095 -05:00 [INF] HTTP OPTIONS /api/bookings/1 responded 204 in 0.2902 ms
2026-05-15 16:29:18.228 -05:00 [INF] HTTP DELETE /api/bookings/1 responded 200 in 120.9598 ms
2026-05-15 16:29:18.245 -05:00 [INF] HTTP OPTIONS /api/bookings/my responded 204 in 0.1583 ms
2026-05-15 16:29:18.299 -05:00 [INF] HTTP GET /api/bookings/my responded 200 in 42.7013 ms
2026-05-15 16:29:25.942 -05:00 [INF] HTTP OPTIONS /api/auth/logout responded 204 in 0.1876 ms
2026-05-15 16:29:25.981 -05:00 [INF] HTTP GET /api/rooms/featured responded 200 in 17.6839 ms
2026-05-15 16:29:25.992 -05:00 [INF] HTTP POST /api/auth/logout responded 200 in 41.6708 ms
2026-05-15 16:29:30.601 -05:00 [INF] HTTP OPTIONS /api/auth/login responded 204 in 0.0653 ms
2026-05-15 16:29:31.457 -05:00 [INF] HTTP POST /api/auth/login responded 200 in 845.9523 ms
2026-05-15 16:29:31.539 -05:00 [INF] HTTP OPTIONS /api/users/me responded 204 in 0.3085 ms
2026-05-15 16:29:31.547 -05:00 [INF] HTTP OPTIONS /api/bookings/my responded 204 in 0.1108 ms
2026-05-15 16:29:31.605 -05:00 [INF] HTTP GET /api/users/me responded 200 in 42.3294 ms
2026-05-15 16:29:31.636 -05:00 [INF] HTTP GET /api/bookings/my responded 200 in 60.1963 ms
2026-05-15 16:29:35.031 -05:00 [INF] HTTP OPTIONS /api/auth/logout responded 204 in 0.0866 ms
2026-05-15 16:29:35.054 -05:00 [INF] HTTP POST /api/auth/logout responded 200 in 11.9963 ms
2026-05-15 16:29:35.096 -05:00 [INF] HTTP GET /api/rooms/featured responded 200 in 30.8912 ms
